Item_Name,Hero_Name,Item_Type
Mini Heroes Loading Screen,Earthshaker,Gear
Quake and Fissure,Earthshaker,Gear
Samurai Soul Loading Screen,Earthshaker,Gear
Tectonic Implications Loading Screen,Earthshaker,Gear
Tine of the Behemoth Loading Screen,Earthshaker,Gear
Cage of Forbidden Knowledge,Lich,Equipment
Crown of the Frost Lord,Lich,Equipment
Crown of the Serakund Tyrant,Lich,Equipment
Frozen Emperor's Demon Mask,Lich,Equipment
Hat of the Jiang Shi's Revenge,Lich,Equipment
Collar of the Frost Lord,Lich,Equipment
Dead Winter Mantle,Lich,Equipment
Frozen Emperor's Guardian Lion,Lich,Equipment
Mantle of Eldritch Ice,Lich,Equipment
Mantle of the Black Pool,Lich,Equipment
Mantle of the Frozen Star,Lich,Equipment
Mantle of the Serakund Tyrant,Lich,Equipment
Necklace of the Jiang Shi's Revenge,Lich,Equipment
Shackles of Forbidden Knowledge,Lich,Equipment
Shearing Deposition,Lich,Equipment
Coffin of the Jiang Shi's Revenge,Lich,Equipment
Core of the Serakund Tyrant,Lich,Equipment
Dead Winter Soul,Lich,Equipment
Frozen Emperor's Twin Dragon Cape,Lich,Equipment
Glacier of Eldritch Ice,Lich,Equipment
Restraints of the Frost Lord,Lich,Equipment
Spikes of the Black Pool,Lich,Equipment
Statue of the Frozen Star,Lich,Equipment
Tome of Forbidden Knowledge,Lich,Equipment
Belt of the Black Pool,Lich,Equipment
Bindings of Eldritch Ice,Lich,Equipment
Bindings of the Frozen Star,Lich,Equipment
Cloak of the Frost Lord,Lich,Equipment
Dead Winter Sash,Lich,Equipment
Frozen Emperor's Cursed Belt,Lich,Equipment
Robe of Forbidden Knowledge,Lich,Equipment
Robe of the Jiang Shi's Revenge,Lich,Equipment
Tassets of the Serakund Tyrant,Lich,Equipment
Bracers of Eldritch Ice,Lich,Equipment
Bracers of the Frozen Star,Lich,Equipment
Bracers of the Serakund Tyrant,Lich,Equipment
Cuffs of Forbidden Knowledge,Lich,Equipment
Dead Winter Grasp,Lich,Equipment
Frozen Emperor's Runed Bracers,Lich,Equipment
Gauntlets of the Frost Lord,Lich,Equipment
Glare of the Tyrant,Lich,Equipment
Sleeves of the Jiang Shi's Revenge,Lich,Equipment
Wraps of the Black Pool,Lich,Equipment
Kinetic: Deadwinter's Soul,Lich,Equipment
Black Pool Watcher,Lich,Gear
Frozen Touch,Lich,Gear
Frozen Star Loading Screen,Lich,Gear
Garb of the Frost Lord Loading Screen,Lich,Gear
Loading Screen of Forbidden Knowledge,Lich,Gear
Loading Screen of the Jiang Shi's Revenge,Lich,Gear
Mini Heroes Loading Screen,Lich,Gear
Sorcerer of the Black Pool Loading Screen,Lich,Gear
The Serakund Tyrant Loading Screen,Lich,Gear
Blessings of the Solar Divine,Lina,Equipment
Braid of Fiery Curls,Lina,Equipment
Braids of the Dragonfire,Lina,Equipment
Bright Moon Jeonmo,Lina,Equipment
Catalyst Cap,Lina,Equipment
Curls of Flame,Lina,Equipment
Cut of the Battle Caster,Lina,Equipment
Diadem of Smoldering Journey,Lina,Equipment
Everlasting Hair,Lina,Equipment
Fiery Soul of the Slayer,Lina,Equipment
Hair of the Fireflight Scion,Lina,Equipment
Headdress of the Ember Crane,Lina,Equipment
Headress of the Divine Flame,Lina,Equipment
Helm of the Enthaleen Dragon,Lina,Equipment
Hood of the Warhawk Vestiments,Lina,Equipment
Magnificent Flame,Lina,Equipment
Style of the Bewitching Flare,Lina,Equipment
Style of the Charred Bloodline,Lina,Equipment
Style of the Vehement Plume,Lina,Equipment
Tails of the Scorching Princess,Lina,Equipment
Adornments of the Ember Crane,Lina,Equipment
Arc of the Solar Divine,Lina,Equipment
Bright Moon Mokdori,Lina,Equipment
Cape of the Divine Flame,Lina,Equipment
Corset of the Bewitching Flare,Lina,Equipment
Disciple of the Wyrmwrought Flame,Lina,Equipment
Epaulettes of the Scorching Princess,Lina,Equipment
Everlasting Tails,Lina,Equipment
Heirloom of the Charred Bloodline,Lina,Equipment
Mantle of the Enthaleen Dragon,Lina,Equipment
Necklace of the Vehement Plume,Lina,Equipment
Necklace of the Warhawk Vestiments,Lina,Equipment
Pauldrons of the Battle Caster,Lina,Equipment
Sash of the Dragonfire,Lina,Equipment
Shawl of Smoldering Journey,Lina,Equipment
Wings of the Fireflight Scion,Lina,Equipment
Bright Moon Chima,Lina,Equipment
Drapes of the Dragonfire,Lina,Equipment
Dress of the Bewitching Flare,Lina,Equipment
Dress of the Enthaleen Dragon,Lina,Equipment
Dress of the Scorching Princess,Lina,Equipment
Everlasting Belt,Lina,Equipment
Fire Lotus Belt,Lina,Equipment
Flares of the Solar Divine,Lina,Equipment
Golden Wyrmwrought Flare,Lina,Equipment
Gown of the Charred Bloodline,Lina,Equipment
Plates of the Battle Caster,Lina,Equipment
Robe of Smoldering Journey,Lina,Equipment
Skirt of the Divine Flame,Lina,Equipment
Skirt of the Fireflight Scion,Lina,Equipment
Skirt of the Vehement Plume,Lina,Equipment
Skirt of the Warhawk Vestiments,Lina,Equipment
Tail of the Ember Crane,Lina,Equipment
Wyrmwrought Flare,Lina,Equipment
Bracers of Smoldering Journey,Lina,Equipment
Bright Moon Somae,Lina,Equipment
Everlasting Arms,Lina,Equipment
Flames of the Fireflight Scion,Lina,Equipment
Gauntlets of the Dragonfire,Lina,Equipment
Sleeves of the Charred Bloodline,Lina,Equipment
Sleeves of the Divine Flame,Lina,Equipment
Sleeves of the Enthaleen Dragon,Lina,Equipment
Sleeves of the Scorching Princess,Lina,Equipment
Sleeves of the Solar Divine,Lina,Equipment
Sleeves of the Vehement Plume,Lina,Equipment
Sleeves of the Warhawk Vestiments,Lina,Equipment
Touch of the Bewitching Flare,Lina,Equipment
Vambraces of the Battle Caster,Lina,Equipment
Wings of the Ember Crane,Lina,Equipment
Kinetic: Everlasting Array,Lina,Equipment
Kinetic: Twister,Lina,Equipment
Slayer's Glare,Lina,Gear
Announcer: Lina,Lina,Gear
Bewitching Flare Loading Screen,Lina,Gear
Divine Flame Loading Screen,Lina,Gear
Dragonfire Loading Screen,Lina,Gear
Ember Crane,Lina,Gear
Everlasting Heat Loading Screen,Lina,Gear
Fiery Slayer Loading Screen,Lina,Gear
Loading Screen of the Fireflight Scion,Lina,Gear
Mini Heroes Loading Screen,Lina,Gear
Regime of the Enthaleen Dragon Loading Screen,Lina,Gear
Smoldering Journey Loading Screen,Lina,Gear
Vehement Plume Loading Screen,Lina,Gear
Warhawk Vestiments Loading Screen,Lina,Gear
Fin King's Charm,Lion,Equipment
Fin King's Charm of Eminent Revival,Lion,Equipment
Hellthorn Scepter,Lion,Equipment
Infernal Wings Mace,Lion,Equipment
Scepter of Corrupted Amber,Lion,Equipment
Scepter of the Gruesome Embrace,Lion,Equipment
Scepter of the Infernal Rambler,Lion,Equipment
Scepter of the Sable Void,Lion,Equipment
Strifemaul of Hell's Ambassador,Lion,Equipment
Abyssal Hellclaw,Lion,Equipment
Carapace of Buki'vak the Corrupted,Lion,Equipment
Gauntlet of the Infernal Rambler,Lion,Equipment
Gauntlet of the Treacherous Demon,Lion,Equipment
Hand of Hell's Ambassador,Lion,Equipment
Hell-Spar Anathema,Lion,Equipment
Infernal Wings Claw,Lion,Equipment
Ruby Ring of Rak-noth Rak-nul,Lion,Equipment
Stone Infusion,Lion,Equipment
Gazing Eye of the Demon Witch,Lion,Equipment
Helm of the Infernal Rambler,Lion,Equipment
Horns of the Malignant Corruption,Lion,Equipment
Infernal Ram's Horns,Lion,Equipment
Infernal Wings Jaw,Lion,Equipment
Visage of the Gruesome Embrace,Lion,Equipment
Epaulets of Hell's Ambassador,Lion,Equipment
Infernal Wings Flare,Lion,Equipment
Shards of the Malignant Corruption,Lion,Equipment
Shoulders of the Infernal Rambler,Lion,Equipment
Skins of the Incubus,Lion,Equipment
Writhe of the Gruesome Embrace,Lion,Equipment
Cloak of the Gruesome Embrace,Lion,Equipment
Cowl of the Malignant Corruption,Lion,Equipment
Demonic Collar,Lion,Equipment
Infernal Wings,Lion,Equipment
Mantle of Hell's Ambassador,Lion,Equipment
Mantle of the Infernal Rambler,Lion,Equipment
Mulctant Pall,Lion,Equipment
Mulctant Pall of the Crimson Witness,Lion,Equipment
Shroud of the Shattered Sect,Lion,Equipment
Taunt: To Hell and Back!,Lion,Equipment
Gruesome Embrace Loading Screen,Lion,Gear
Infernal Wings Loading Screen,Lion,Gear
Loading Screen of the Infernal Rambler,Lion,Gear
Mini Heroes Loading Screen,Lion,Gear
Andalmere the Litigon,Mirana,Equipment
Axia of Metira,Mirana,Equipment
Beast of the Moon,Mirana,Equipment
Bramblehorn,Mirana,Equipment
Darkfall,Mirana,Equipment
Jinky the Lion,Mirana,Equipment
Moon Griffon,Mirana,Equipment
Moonrift,Mirana,Equipment
Morcant,Mirana,Equipment
Nightsilver Gryphon,Mirana,Equipment
Noctis the Heavenly Qilin Guardian,Mirana,Equipment
Ormr the Lunar Dragon,Mirana,Equipment
Pterois of the Coastal Kingdom,Mirana,Equipment
Sapphire Sabre-Lynx,Mirana,Equipment
Seleni,Mirana,Equipment
Stryff the Owlion,Mirana,Equipment
Tsukumo the Moon Cloud,Mirana,Equipment
Bow of the Coastal Kingdom,Mirana,Equipment
Bow of the Moon Rider,Mirana,Equipment
Crescent Bow,Mirana,Equipment
Darkfall Warden Bow,Mirana,Equipment
Dawn of the Moon Bow,Mirana,Equipment
Divine Grace,Mirana,Equipment
Heavenly Guardian Bow,Mirana,Equipment
Moon Rift Bow,Mirana,Equipment
Nightsilver Bow,Mirana,Equipment
Pulsar Remnant,Mirana,Equipment
Snowstorm Bow,Mirana,Equipment
Starlight Bow,Mirana,Equipment
Arrows of the Coastal Kingdom,Mirana,Equipment
Crescent Quiver,Mirana,Equipment
Darkfall Warden Quiver,Mirana,Equipment
Dawn of the Moon Quiver,Mirana,Equipment
Heavenly Guardian Quiver,Mirana,Equipment
Lion Quiver of the Moon Rider,Mirana,Equipment
Moon Rift Quiver,Mirana,Equipment
Nightsilver Quiver,Mirana,Equipment
Snowstorm Quiver,Mirana,Equipment
Starlight Quiver,Mirana,Equipment
Braids of Moonshadow,Mirana,Equipment
Braids of the Coastal Kingdom,Mirana,Equipment
Crescent Style,Mirana,Equipment
Darkfall Warden Hair,Mirana,Equipment
Dawn of the Moon Crown,Mirana,Equipment
Heavenly Guardian Locks,Mirana,Equipment
Moon Rift Style,Mirana,Equipment
Nightsilver Locks,Mirana,Equipment
Snowstorm Hood,Mirana,Equipment
Starlight Band,Mirana,Equipment
Tail of the Moon Rider,Mirana,Equipment
Crescent Shoulder,Mirana,Equipment
Darkfall Warden Pauldrons,Mirana,Equipment
Dawn of the Moon Pauldrons,Mirana,Equipment
Fluted Guard of the Moon Rider,Mirana,Equipment
Heavenly Guardian Crest,Mirana,Equipment
Moon Rift Pauldrons,Mirana,Equipment
Necklaces of the Coastal Kingdom,Mirana,Equipment
Nightsilver Regalia,Mirana,Equipment
Snowstorm Mantle,Mirana,Equipment
Starlight Finery,Mirana,Equipment
Belt of the Coastal Kingdom,Mirana,Equipment
Crescent Skirt,Mirana,Equipment
Darkfall Warden Skirt,Mirana,Equipment
Dawn of the Moon Skirt,Mirana,Equipment
Heavenly Guardian Skirt,Mirana,Equipment
Lion Drape of the Moon Rider,Mirana,Equipment
Moon Rift Drape,Mirana,Equipment
Nightsilver Raiments,Mirana,Equipment
Snowstorm Skirt and Scarf,Mirana,Equipment
Starlight Dress,Mirana,Equipment
Bracelets of the Coastal Kingdom,Mirana,Equipment
Bracers of the Moon Rider,Mirana,Equipment
Crescent Bracers,Mirana,Equipment
Darkfall Warden Bracers,Mirana,Equipment
Dawn of the Moon Bracers,Mirana,Equipment
Heavenly Guardian Bracers,Mirana,Equipment
Moon Rift Bracers,Mirana,Equipment
Nightsilver Bracers,Mirana,Equipment
Snowstorm Gloves,Mirana,Equipment
Starlight Armguards,Mirana,Equipment
Taunt: Cat Wrangler,Mirana,Equipment
Snowl,Mirana,Gear
DAC 2015 Mirana Cursor Pack,Mirana,Gear
Crescent Loading Screen,Mirana,Gear
Darkfall Warden Loading Screen,Mirana,Gear
Fall of the Year Beast,Mirana,Gear
Heavenly Guardian Loading Screen,Mirana,Gear
Heiress of the Coastal Kingdom Loading Screen,Mirana,Gear
Mini Heroes Loading Screen,Mirana,Gear
Moon Rift Loading Screen,Mirana,Gear
Sapphire Sabre-Lynx Loading Screen,Mirana,Gear
Snowstorm Huntress Loading Screen,Mirana,Gear
Ancient Armor Helmet,Morphling,Equipment
Birot's Helm of Dignity,Morphling,Equipment
Crest of the Roiling Surge,Morphling,Equipment
Crown of Polymorphia,Morphling,Equipment
Crown of Tears,Morphling,Equipment
Crown of the Comet's Tail,Morphling,Equipment
Crown of the Falling Comet,Morphling,Equipment
Crown of the Protean Emperor,Morphling,Equipment
Direstone Crown,Morphling,Equipment
Frost Shard Crown,Morphling,Equipment
Gift of the Sea Head,Morphling,Equipment
Radiant Crystal Crown,Morphling,Equipment
Scowl of the Lost Star,Morphling,Equipment
Stellar Jade Mask,Morphling,Equipment
Tendrils of the Dreadful Abyss,Morphling,Equipment
Ancient Armor Shoulder Shields,Morphling,Equipment
Birot's Crests of Dignity,Morphling,Equipment
Crests of the Falling Comet,Morphling,Equipment
Direstone Pauldrons,Morphling,Equipment
Frost Shard Pauldrons,Morphling,Equipment
Gift of the Sea Shoulders,Morphling,Equipment
Pauldrons of Polymorphia,Morphling,Equipment
Pauldrons of the Protean Emperor,Morphling,Equipment
Radiant Crystal Pauldrons,Morphling,Equipment
Shoulders of the Comet's Tail,Morphling,Equipment
Spines of the Lost Star,Morphling,Equipment
Spray of the Roiling Surge,Morphling,Equipment
Stellar Jade Trails,Morphling,Equipment
Ancient Armor Back,Morphling,Equipment
Crests of Polymorphia,Morphling,Equipment
Direstone Crests,Morphling,Equipment
Eye of the Lost Star,Morphling,Equipment
Gift of the Sea Dorsal Wings,Morphling,Equipment
Radiant Crystal Crests,Morphling,Equipment
Spikes of the Protean Emperor,Morphling,Equipment
Spines of the Dreadful Abyss,Morphling,Equipment
Stellar Jade Crest,Morphling,Equipment
Swell of the Roiling Surge,Morphling,Equipment
Ancient Armor Arms,Morphling,Equipment
Armlets of the Falling Comet,Morphling,Equipment
Birot's Bracers of Dignity,Morphling,Equipment
Blade of Tears,Morphling,Equipment
Bracers of Polymorphia,Morphling,Equipment
Bracers of the Lost Star,Morphling,Equipment
Bracers of the Protean Emperor,Morphling,Equipment
Direstone Bracers,Morphling,Equipment
Drift of the Roiling Surge,Morphling,Equipment
Frost Shard Armlets,Morphling,Equipment
Gift of the Sea Arms,Morphling,Equipment
Radiant Crystal Bracer,Morphling,Equipment
Stellar Jade Beads,Morphling,Equipment
Thrashers of the Dreadful Abyss,Morphling,Equipment
Ancient Armor Breastplates,Morphling,Equipment
Curl of the Roiling Surge,Morphling,Equipment
Gift of the Sea Fin,Morphling,Equipment
Grip of the Lost Star,Morphling,Equipment
Ornaments of the Protean Emperor,Morphling,Equipment
Mini Heroes Loading Screen,Morphling,Gear
Shard of the Lost Star Loading Screen,Morphling,Gear
Splendor of the Protean Emperor Loading Screen,Morphling,Gear
Stellar Jade Loading Screen,Morphling,Gear
The Roiling Surge Loading Screen,Morphling,Gear
Direstone Liferipper,Necrophos,Equipment
Immemorial Emperor's Scythe,Necrophos,Equipment
Laments of the Dead,Necrophos,Equipment
Lich Scythe of the Master Necromancer,Necrophos,Equipment
Raven Scythe,Necrophos,Equipment
Scythe of Decay,Necrophos,Equipment
Scythe of Ka,Necrophos,Equipment
Scythe of Pestilence,Necrophos,Equipment
Scythe of Plague,Necrophos,Equipment
Scythe of the Heretic,Necrophos,Equipment
Scythe of the Master Necromancer,Necrophos,Equipment
Scythe of the Plaguemonger,Necrophos,Equipment
Scythe of the Scourge Dominion,Necrophos,Equipment
Scythe of Twin Deaths,Necrophos,Equipment
Soul Reaper,Necrophos,Equipment
Staff of the Murid Divine,Necrophos,Equipment
Sullen Harvest,Necrophos,Equipment
Vestments of the Ten Plagues Scythe,Necrophos,Equipment
Crown of the Murid Divine,Necrophos,Equipment
Crown of the Scourge Dominion,Necrophos,Equipment
Headdress of the Plaguemonger,Necrophos,Equipment
Hood of Decay,Necrophos,Equipment
Hood of the Heretic,Necrophos,Equipment
Immemorial Emperor's Coronet,Necrophos,Equipment
Lich Sleeves of the Master Necromancer,Necrophos,Equipment
Pretiosa of Putrescense,Necrophos,Equipment
Shroud of Ka,Necrophos,Equipment
Sleeves of the Master Necromancer,Necrophos,Equipment
Vestments of the Ten Plagues Helm,Necrophos,Equipment
Beard of the Heretic,Necrophos,Equipment
Beard of the Murid Divine,Necrophos,Equipment
Beard of the Plaguemonger,Necrophos,Equipment
Beard of the Scourge Dominion,Necrophos,Equipment
Beard of Weeping Scorn,Necrophos,Equipment
Guise of the Master Necromancer,Necrophos,Equipment
Immemorial Emperor's Beard,Necrophos,Equipment
Lich Guise of the Master Necromancer,Necrophos,Equipment
Mask of Decay,Necrophos,Equipment
Moldering Mask of Ka,Necrophos,Equipment
Vestments of the Ten Plagues Beard,Necrophos,Equipment
Golden Sullen Hollow,Necrophos,Equipment
Immemorial Emperor's Mantle,Necrophos,Equipment
Lich Robe of the Master Necromancer,Necrophos,Equipment
Mantle of the Heretic,Necrophos,Equipment
Mantle of the Scourge Dominion,Necrophos,Equipment
Reliquary of Rotting Doom,Necrophos,Equipment
Robe of the Master Necromancer,Necrophos,Equipment
Robe of the Murid Divine,Necrophos,Equipment
Robe of the Plaguemonger,Necrophos,Equipment
Sullen Hollow,Necrophos,Equipment
Vestments of Decay,Necrophos,Equipment
Vestments of the Ten Plagues Shoulders,Necrophos,Equipment
Wings of Ka,Necrophos,Equipment
Fringe of the Plaguemonger,Necrophos,Equipment
Legs of the Murid Divine,Necrophos,Equipment
Kinetic: Twin Deaths' Haunting,Necrophos,Equipment
Necropolis,Necrophos,Gear
Wrath of Ka Cursor Pack,Necrophos,Gear
Apostle of Decay Loading Screen,Necrophos,Gear
D2CL Season 5 Loading Screen,Necrophos,Gear
Immemorial Emperor,Necrophos,Gear
Loading Screen of the Master Necromancer,Necrophos,Gear
Mini Heroes Loading Screen,Necrophos,Gear
Robes of the Heretic Loading Screen,Necrophos,Gear
Scourge Dominion Loading ScreenScourge Dominion Loading Screen,Necrophos,Gear
The Plaguemonger Loading Screen,Necrophos,Gear
Wrath of Ka Loading Screen,Necrophos,Gear
Crown of Curious Coldspell,Puck,Equipment
Crown of the Ethereal Monarch,Puck,Equipment
Essence of the Trickster Crown,Puck,Equipment
Horns of the Eternal Nymph,Puck,Equipment
Mischievous Dragon Head,Puck,Equipment
Mischievous Fruits,Puck,Equipment
Mystic Coils Antennae,Puck,Equipment
Orb of Reminiscence,Puck,Equipment
Essence of the Trickster Tail,Puck,Equipment
Merry Wanderer's Brush,Puck,Equipment
Mischievous Dragon Tail,Puck,Equipment
Mystic Coils Tail,Puck,Equipment
Tail of Curious Coldspell,Puck,Equipment
Tail of Reminiscence,Puck,Equipment
Tail of the Eternal Nymph,Puck,Equipment
Tail of the Ethereal Monarch,Puck,Equipment
Aether-Wings,Puck,Equipment
Essence of the Trickster Wings,Puck,Equipment
Ethereal Wings,Puck,Equipment
Mischievous Dragon Wings,Puck,Equipment
Mystic Coils Wings,Puck,Equipment
Wings of Curious Coldspell,Puck,Equipment
Wings of Reminiscence,Puck,Equipment
Wings of the Eternal Nymph,Puck,Equipment
Wings of the Ethereal Monarch,Puck,Equipment
Kinetic: Ambience of Reminiscence,Puck,Equipment
Kinetic: Dreamcoil of Reminiscence,Puck,Equipment
Kinetic: Orb of Reminiscence,Puck,Equipment
Kinetic: Rift of Reminiscence,Puck,Equipment
Neokin Faierie Ward,Puck,Gear
Essence of the Trickster Loading Screen,Puck,Gear
Eternal Nymph Loading Screen,Puck,Gear
Loading Screen of the Ethereal Monarch,Puck,Gear
Mini Heroes Loading Screen,Puck,Gear
Mischievous Dragon Loading Screen,Puck,Gear
Mystic Coils Loading Screen,Puck,Gear
Reminiscence of Dreams Loading Screen,Puck,Gear
Anchor-hook of the Jolly Reaver,Pudge,Equipment
Axe of the Iron Hog,Pudge,Equipment
Blood Drainer,Pudge,Equipment
Bone Crusher of the Trapper,Pudge,Equipment
Broiler's Hook,Pudge,Equipment
Chained Snatcher,Pudge,Equipment
Cleaver of the Nurgle Champion,Pudge,Equipment
Compendium Bone Crusher of the Trapper,Pudge,Equipment
Cuff Hook of the Black Death,Pudge,Equipment
Doomsday Ripper Weapon,Pudge,Equipment
Dragonclaw Hook,Pudge,Equipment
Flesh Ripper,Pudge,Equipment
Force Hook,Pudge,Equipment
Gladiator's Revenge Trident,Pudge,Equipment
Golden Ripper's Reel,Pudge,Equipment
Grievous Grapnel,Pudge,Equipment
Hook of Delicacies of Butchery,Pudge,Equipment
Hook of the Basilisk,Pudge,Equipment
Hook of the Ghastly Gourmand,Pudge,Equipment
Hook of the Mad Harvester,Pudge,Equipment
Hook of the Royal Butcher,Pudge,Equipment
Hook of the Sorrowful Prey,Pudge,Equipment
Jade Talon,Pudge,Equipment
Mancatcher of the Butcher's Wake,Pudge,Equipment
Meat Dragger,Pudge,Equipment
Ol' Chopper's Dinner Bringer,Pudge,Equipment
Plague Cleaver of the Nurgle Champion,Pudge,Equipment
Ripper's Reel,Pudge,Equipment
Ripper's Reel of the Crimson Witness,Pudge,Equipment
Rustclaw,Pudge,Equipment
Scorching Talon,Pudge,Equipment
Surgical Precision Buzzsaw,Pudge,Equipment
Talon Edge,Pudge,Equipment
Whalehook,Pudge,Equipment
Axe of the Black Death Executioner,Pudge,Equipment
Battleaxe of the Butcher's Wake,Pudge,Equipment
Bloodlust Fork,Pudge,Equipment
Broiler's Cleaver,Pudge,Equipment
Chained Chopper,Pudge,Equipment
Chopper of the Iron Hog,Pudge,Equipment
Chopper of the Mad Harvester,Pudge,Equipment
Cleaver of Delicacies of Butchery,Pudge,Equipment
Compendium Hatchet of the Trapper,Pudge,Equipment
Cruel Mace of the Bogatyr,Pudge,Equipment
Cutlass of the Jolly Reaver,Pudge,Equipment
Doomsday Ripper Off-Hand,Pudge,Equipment
Fan of the Royal Butcher,Pudge,Equipment
Gladiator's Revenge Axe,Pudge,Equipment
Hatchet of the Ghastly Gourmand,Pudge,Equipment
Hatchet of the Nurgle Champion,Pudge,Equipment
Hatchet of the Trapper,Pudge,Equipment
Heavy Tenderizer,Pudge,Equipment
Insatiable Bonesaw,Pudge,Equipment
